Year;CITATION;SAMPLE NAME;UNIQUE_ID;LOCATION;LOCATION COMMENT;LATITUDE (MIN.);LONGITUDE (MIN.);LATITUDE (MAX.);LONGITUDE (MAX.);ELEVATION (MIN.);ELEVATION (MAX.);SAMPLING TECHNIQUE;DRILLING DEPTH (MIN.);DRILLING DEPTH (MAX.);LAND/SEA (SAMPLING);ROCK TYPE;ROCK NAME;ROCK TEXTURE;SAMPLE COMMENT;AGE (MIN.);AGE (MAX.);GEOLOGICAL AGE;GEOLOGICAL AGE PREFIX;ERUPTION DAY;ERUPTION MONTH;ERUPTION YEAR;ALTERATION;ALTERATION TYPE;TYPE OF MATERIAL;MINERAL / COMPONENT;SPOT (MINERAL);CRYSTAL;RIM / CORE (MINERAL GRAINS);PRIMARY/SECONDARY;INCLUSION TYPE;MINERAL (INCLUSION);HOSTMINERAL (INCLUSION);HEATING;SIO2(WT%);TIO2(WT%);ZRO2(WT%);HFO2(WT%);THO2(WT%);AL2O3(WT%);CR2O3(WT%);LA2O3(WT%);CE2O3(WT%);ND2O3(WT%);SM2O3(WT%);V2O3(WT%);NB2O5(WT%);FE2O3T(WT%);FE2O3(WT%);FEOT(WT%);FEO(WT%);FET(WT%);CAO(WT%);MGO(WT%);MNO(WT%);BAO(WT%);SRO(WT%);NIO(WT%);ZNO(WT%);RB2O(WT%);K2O(WT%);;;;NA2O(WT%);P2O5(WT%);AS2O5(WT%);H2O(WT%);H2OP(WT%);H2OM(WT%);CO2(WT%);C(WT%);F(WT%);CL(WT%);OH(WT%);SO3(WT%);S(WT%);LOI(WT%);TI(WT%);CA(WT%);K(WT%);LI(PPM);BE(PPM);B(PPM);F(PPM);P(PPM);S(PPM);CL(PPM);AR40(AT/G);;;;AR40(CCMSTP/G);;;;AR40(MOL/G);;;;AR40(PPB);K(PPM);SC(PPM);;;;TI(PPM);V(PPM);;;;CR(PPM);;;;CO(PPM);;;;NI(PPM);;;;CU(PPM);;;;ZN(PPM);;;;GA(PPM);;;;GE(PPM);AS(PPM);AS(PPB);SE(PPM);RB(PPM);;;;;;SR(PPM);;;;;;Y(PPM);;;;ZR(PPM);;;;NB(PPM);;;;MO(PPM);AG(PPM);CD(PPM);IN(PPM);SN(PPM);SB(PPM): altern. values or methods;;;;TE(PPM);CS(PPM): altern. values or methods;;;;BA(PPM): altern. values or methods;;;;LA(PPM): altern. values or methods;;;;CE(PPM): altern. values or methods;;;;PR(PPM);ND(PPM): altern. values or methods;;;;;;SM(PPM): altern. values or methods;;;;EU(PPM): altern. values or methods;;;;GD(PPM): altern. values or methods;;;;TB(PPM): altern. values or methods;;;;DY(PPM): altern. values or methods;;;;HO(PPM);ER(PPM): altern. values or methods;;;;TM(PPM);YB(PPM): altern. values or methods;;;;LU(PPM);HF(PPM);TA(PPM);W(PPM);RE(PPM);AU(PPM);HG(PPM);HG(PPB);TL(PPM);PB(PPM): altern. values or methods;;;;BI(PPM);PO210_ACT(DPM/G);RA226_ACT(DPM/G);TH(PPM): altern. values or methods;;;;U(PPM): altern. values or methods;;;;ND143_ND144;ND143_ND144_INI;EPSILON_ND;EPSILON_ND_INI;SM147_ND144;SR87_SR86;SR87_SR86_INI;EPSILON_SR_INI;RB87_SR86;PB206_PB204: altern. values or methods;;;;PB206_PB204_INI;PB207_PB204: altern. values or methods;;;;PB207_PB204_INI;PB207_PB206;PB208_PB204: altern. values or methods;;;;PB208_PB204_INI;PB208_PB206;HF176_HF177;LU176_HF177;AR38_AR36;AR40_AR36;AR40_AR36_INI;PB206_U238;PB207_U235;RA226_TH230_ACT;PA231_U235_ACT;TH230_TH232_ACT;TH230_U238_ACT;TH232_PB204;U234_U238_ACT;U235_PB204;U238_PB204;U238_TH232_ACT;D7LI(VS LSVEC);D13C(VS PDB);D18O(PER MIL);D18O(VS SMOW);D18O(VS VSMOW);D34S(VS VCDT);ALBITE(MOL%);ANORTHITE(MOL%);CA OLIVINE(MOL%);CHROMITE(MOL%);ENSTATITE(MOL%);FAYALITE(MOL%);FORSTERITE(MOL%);FERROSILITE(MOL%);HEMATITE(MOL%);HERCYNITE(MOL%);ILMENITE(MOL%);MAGNESIOFERRITE(MOL%);MONTICELLITE(MOL%);MAGNETITE(MOL%);ORTHOCLASE(MOL%);PICROCHROMITE(MOL%);SPINEL(MOL%);TEPHROITE(MOL%);ULVOSPINEL(MOL%);WOLLASTONITE(MOL%);AGE(KA): altern. values or methods;;;;;;AGE(MA): altern. values or methods;;;;;;AGE_PB207_U235(MA);AGE_PB206_U238(MA);
2008;[12633] SOERENSEN E. V. (2008);samp. 121-011;232387;ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / PERU / ANDAGUA (ANDAHUA) VOLCANIC FIELD;CENTRAL ANDAGUA, CHILCAYOC CHICO 1;-15.53;-72.32;-15.53;-72.32;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;BENMOREITE;;;;;;;;;;;;WHOLE ROCK;;;;;;;;;;58.528;1.174;;;;16.898;;;;;;;;6.588;;;;;5.846;2.905;0.084;;;;;;2.652;XRF;;;4.97;0.577;;;;;;;;;;;;-0.05;;;;;;;;;;;;;;;;;;;;;;;;;9;XRF;;;;148;XRF;;;35;XRF;;;14;XRF;;;23;XRF;;;64;XRF;;;99;XRF;;;22;XRF;;;;;;;49;XRF;;;;;1134;XRF;;;;;13.7;XRF;;;239;XRF;;;10.8;XRF;;;;;;;;;;;;;;;;;1383;XRF;;;48;XRF;;;101;XRF;;;;47;XRF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11;XRF;;;;;;4;XRF;;;;;;;0.512465;;;;;0.706132;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2008;[12633] SOERENSEN E. V. (2008);samp. 121-085;232390;ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / PERU / ANDAGUA (ANDAHUA) VOLCANIC FIELD;CENTRAL ANDAGUA, CHILCAYOC CHICO 2;-15.53;-72.32;-15.53;-72.32;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;BENMOREITE;;;;;;;;;;;;WHOLE ROCK;;;;;;;;;;57.634;1.234;;;;16.944;;;;;;;;6.719;;;;;6.069;3.043;0.086;;;;;;2.476;XRF;;;4.97;0.587;;;;;;;;;;;;0.02;;;;;;;;;;;;;;;;;;;;;;;;;10;XRF;;;;161;XRF;;;44;XRF;;;18;XRF;;;32;XRF;;;78;XRF;;;115;XRF;;;26;XRF;;;;;;;41;XRF;;;;;1164;XRF;;;;;12.9;XRF;;;218;XRF;;;9.8;XRF;;;;;;;;;;;;;;;;;1314;XRF;;;48;XRF;;;96;XRF;;;;47;XRF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;XRF;;;;;;2;XRF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2008;[12633] SOERENSEN E. V. (2008);samp. 121-087;;ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / PERU / ANDAGUA (ANDAHUA) VOLCANIC FIELD;CENTRAL ANDAGUA, JECHAPITA;-15.5339;-72.3114;-15.5339;-72.3114;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;BENMOREITE;;;;;;;;;;;;WHOLE ROCK;;;;;;;;;;60.496;1.144;;;;16.978;;;;;;;;6.138;;;;;5.266;2.439;0.078;;;;;;2.633;XRF;;;4.77;0.475;;;;;;;;;;;;-0.14;;;;;;;;;;;;;;;;;;;;;;;;;9;XRF;;;;134;XRF;;;20;XRF;;;13;XRF;;;18;XRF;;;66;XRF;;;101;XRF;;;24;XRF;;;;;;;55;XRF;;;;;911;XRF;;;;;12.4;XRF;;;219;XRF;;;9.9;XRF;;;;;;;;;;;;;;;;;1145;XRF;;;39;XRF;;;83;XRF;;;;42;XRF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;XRF;;;;;;3;XRF;;;;;;;0.512464;;;;;0.706205;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2008;[12633] SOERENSEN E. V. (2008);samp. 121-146;;ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / PERU / ANDAGUA (ANDAHUA) VOLCANIC FIELD;CENTRAL ANDAGUA, JECHAPITA;-15.5339;-72.3114;-15.5339;-72.3114;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;BENMOREITE;;;;;;;;;;;;WHOLE ROCK;;;;;;;;;;59.827;1.159;;;;16.88;;;;;;;;6.258;;;;;5.34;2.563;0.08;;;;;;2.61;XRF;;;4.64;0.499;;;;;;;;;;;;-0.07;;;;;;;;;;;;;;;;;;;;;;;;;10;XRF;;;;142;XRF;;;27;XRF;;;16;XRF;;;20;XRF;;;61;XRF;;;103;XRF;;;24;XRF;;;;;;;53;XRF;;;;;985;XRF;;;;;12.8;XRF;;;224;XRF;;;9.9;XRF;;;;;;;;;;;;;;;;;1184;XRF;;;40;XRF;;;87;XRF;;;;44;XRF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11;XRF;;;;;;3;XRF;;;;;;;0.512452;;;;;0.706212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2008;[12633] SOERENSEN E. V. (2008);samp. 121-137;232396;ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / PERU / ANDAGUA (ANDAHUA) VOLCANIC FIELD;CENTRAL ANDAGUA, CHILCAYOC GRANDE;-15.5364;-72.2883;-15.5364;-72.2883;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;BENMOREITE;;;;;;;;;;;;WHOLE ROCK;;;;;;;;;;56.254;1.364;;;;17.206;;;;;;;;7.448;;;;;6.587;3.258;0.092;;;;;;1.911;XRF;;;4.9;0.567;;;;;;;;;;;;0.16;;;;;;;;;;;;;;;;;;;;;;;;;10;XRF;;;;181;XRF;;;45;XRF;;;19;XRF;;;32;XRF;;;75;XRF;;;108;XRF;;;25;XRF;;;;;;;27;XRF;;;;;1180;XRF;;;;;12.8;XRF;;;173;XRF;;;7.6;XRF;;;;;;;;;;;;;;;;;1038;XRF;;;35;XRF;;;75;XRF;;;;40;XRF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;XRF;;;;;;2;XRF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2008;[12633] SOERENSEN E. V. (2008);samp. 121-143;232397;ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / PERU / ANDAGUA (ANDAHUA) VOLCANIC FIELD;CENTRAL ANDAGUA, CHILCAYOC GRANDE;-15.5364;-72.2883;-15.5364;-72.2883;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;BENMOREITE;;;;;;;;;;;;WHOLE ROCK;;;;;;;;;;57.078;1.281;;;;16.96;;;;;;;;6.838;;;;;6.046;2.835;0.085;;;;;;2.374;XRF;;;4.89;0.609;;;;;;;;;;;;0.17;;;;;;;;;;;;;;;;;;;;;;;;;8;XRF;;;;155;XRF;;;29;XRF;;;14;XRF;;;21;XRF;;;83;XRF;;;110;XRF;;;27;XRF;;;;;;;38;XRF;;;;;1278;XRF;;;;;13;XRF;;;209;XRF;;;9;XRF;;;;;;;;;;;;;;;;;1301;XRF;;;47;XRF;;;96;XRF;;;;47;XRF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11;XRF;;;;;;3;XRF;;;;;;;0.512478;;;;;0.706079;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2008;[12633] SOERENSEN E. V. (2008);samp. 121-089;232398;ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / PERU / ANDAGUA (ANDAHUA) VOLCANIC FIELD;CENTRAL ANDAGUA, CERRO SUCNA 1;-15.53;-72.32;-15.53;-72.32;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;BENMOREITE;;;;;;;;;;;;WHOLE ROCK;;;;;;;;;;57.629;1.211;;;;16.811;;;;;;;;6.544;;;;;5.946;2.97;0.085;;;;;;2.634;XRF;;;4.79;0.586;;;;;;;;;;;;-0.03;;;;;;;;;;;;;;;;;;;;;;;;;11;XRF;;;;155;XRF;;;35;XRF;;;16;XRF;;;24;XRF;;;67;XRF;;;101;XRF;;;23;XRF;;;;;;;48;XRF;;;;;1160;XRF;;;;;13.6;XRF;;;236;XRF;;;10.5;XRF;;;;;;;;;;;;;;;;;1396;XRF;;;51;XRF;;;104;XRF;;;;49;XRF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;XRF;;;;;;4;XRF;;;;;;;0.512466;;;;;0.706109;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2008;[12633] SOERENSEN E. V. (2008);samp. 121-107;232399;ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / PERU / ANDAGUA (ANDAHUA) VOLCANIC FIELD;CENTRAL ANDAGUA, CERRO SUCNA 1;-15.53;-72.32;-15.53;-72.32;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;BENMOREITE;;;;;;;;;;;;WHOLE ROCK;;;;;;;;;;58.078;1.197;;;;16.945;;;;;;;;6.603;;;;;5.894;2.924;0.084;;;;;;2.596;XRF;;;4.79;0.574;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;9;XRF;;;;147;XRF;;;35;XRF;;;15;XRF;;;21;XRF;;;60;XRF;;;89;XRF;;;23;XRF;;;;;;;48;XRF;;;;;1150;XRF;;;;;13.6;XRF;;;236;XRF;;;10.6;XRF;;;;;;;;;;;;;;;;;1381;XRF;;;48;XRF;;;98;XRF;;;;47;XRF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;XRF;;;;;;4;XRF;;;;;;;0.512465;;;;;0.706122;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2008;[12633] SOERENSEN E. V. (2008);samp. 121-098;;ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / PERU / ANDAGUA (ANDAHUA) VOLCANIC FIELD;SOUTHERN ANDAGUA, PRE SUCNA;-15.53;-72.32;-15.53;-72.32;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;BENMOREITE;;LAVA FLOW;;;;;;;;;;WHOLE ROCK;;;;;;;;;;59.399;1.097;;;;17.091;;;;;;;;6.25;;;;;5.399;2.643;0.082;;;;;;2.784;XRF;;;4.96;0.506;;;;;;;;;;;;0.04;;;;;;;;;;;;;;;;;;;;;;;;;10;XRF;;;;140;XRF;;;28;XRF;;;15;XRF;;;19;XRF;;;65;XRF;;;100;XRF;;;24;XRF;;;;;;;62;XRF;;;;;982;XRF;;;;;12.9;XRF;;;262;XRF;;;11.4;XRF;;;;;;;;;;;;;;;;;1370;XRF;;;46;XRF;;;95;XRF;;;;45;XRF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;XRF;;;;;;4;XRF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2008;[12633] SOERENSEN E. V. (2008);samp. 121-111;;ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / PERU / ANDAGUA (ANDAHUA) VOLCANIC FIELD;SOUTHERN ANDAGUA, AYO LAVA;-15.53;-72.32;-15.53;-72.32;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;BENMOREITE;;LAVA FLOW;;;;;;;;;;WHOLE ROCK;;;;;;;;;;58.245;1.183;;;;16.947;;;;;;;;6.246;;;;;5.494;2.718;0.081;;;;;;2.886;XRF;;;5.06;0.572;;;;;;;;;;;;0.15;;;;;;;;;;;;;;;;;;;;;;;;;9;XRF;;;;145;XRF;;;31;XRF;;;14;XRF;;;20;XRF;;;66;XRF;;;104;XRF;;;23;XRF;;;;;;;58;XRF;;;;;1142;XRF;;;;;13.2;XRF;;;267;XRF;;;12.5;XRF;;;;;;;;;;;;;;;;;1480;XRF;;;52;XRF;;;108;XRF;;;;50;XRF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;XRF;;;;;;3;XRF;;;;;;;0.512475;;;;;0.70614;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2008;[12633] SOERENSEN E. V. (2008);samp. 121-109;;ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / PERU / ANDAGUA (ANDAHUA) VOLCANIC FIELD;SOUTHERN ANDAGUA, COLCA LAVA;-15.53;-72.32;-15.53;-72.32;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;BENMOREITE;;LAVA FLOW;;;;;;;;;;WHOLE ROCK;;;;;;;;;;59.049;1.088;;;;16.719;;;;;;;;5.94;;;;;5.765;2.544;0.081;;;;;;2.805;XRF;;;4.95;0.583;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;9;XRF;;;;140;XRF;;;23;XRF;;;13;XRF;;;20;XRF;;;62;XRF;;;97;XRF;;;24;XRF;;;;;;;61;XRF;;;;;1265;XRF;;;;;12.7;XRF;;;218;XRF;;;9.6;XRF;;;;;;;;;;;;;;;;;1468;XRF;;;50;XRF;;;101;XRF;;;;47;XRF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14;XRF;;;;;;5;XRF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2008;[12783] NKOUATHIO D. G. (2008);samp. ANT1;;MID-AFRICAN RIFT SYSTEM / CAMEROON LINE (CONTINENTAL SECTION) / CENTRAL CAMEROON LINE / MOUNT BAMBOUTO;;6.25;10.5;6.25;10.5;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;BENMOREITE;;;;;;;;;;;;WHOLE ROCK;;;;;;;;;;56.51;1.21;;;;17.22;;;;;;;;8.12;;;;;4.2;1.82;0.24;;;;;;2.99;ICPOES;;;5;0.85;;;;;;;;;;;;3.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;ICPMS;;;7.81;ICPMS;;;0;ICPMS;;;;;;;;;;;;;;;;;;;64.56;ICPMS;;;;;924.8;ICPMS;;;;;42.4;ICPMS;;;623.8;ICPMS;;;106;ICPMS;;;;;;;;;;;;;;;;;917.2;ICPMS;;;96.01;ICPMS;;;196.3;ICPMS;;;22.7;85.17;ICPMS;;;;;14.66;ICPMS;;;4.29;ICPMS;;;;;;;1.56;ICPMS;;;;;;;;;;;;;;;;;0.59;13.24;7.8;;;;;;;6.83;ICPMS;;;;;;10.84;ICPMS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2009;[12969] KOKFELT T. F.(2009)  [GeoReM [5081] ];samp. H94;;ICELAND / ICELAND / SNAEFELLSJÖKULL;EASTERN SNAEFELLSNES PENINSULA, HELLNAHRAUN;64.763;-23.656;64.763;-23.656;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;BENMOREITE;;GREY MASSIVE LAVA;0;8000;HOLOCENE;;;;;;;WHOLE ROCK;;;;;;;;;;60.53;1.19;;;;16.08;;;;;;;;7.94;;;;;4.05;1.48;0.21;;;;;;2.91;XRF;;;4.65;0.42;;0.28;;;0.03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;46;XRF;;;0;XRF;;;15;XRF;;;0;XRF;;;;;;;121;XRF;;;;;;;;;;;72;XRF;67.5;ICPMS;;;406;XRF;392;ICPMS;;;58;XRF;55.9;ICPMS;563;XRF;535;ICPMS;94;XRF;98.9;ICPMS;;;;;;;;;;;0.749;ICPMS;;;1033;XRF;1047;ICPMS;73.1;ICPMS;;;151;ICPMS;;;17.8;67.6;ICPMS;;;;;12.5;ICPMS;;;3.86;ICPMS;;;11.5;ICPMS;;;1.71;ICPMS;;;10;ICPMS;;;2.01;5.33;ICPMS;;;0.849;5.71;ICPMS;;;0.866;12.3;5.3;;;;;;;4.32;ICPMS;;;;;;7.54;ICPMS;7.66;TIMS_ID;2.2;ICPMS;2.31;TIMS_ID;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.02;1.45;1.072;1.174;;1.001;;;0.913;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2001;[13027] NGOUNOUNO I. (2001);samp. 2;;MID-AFRICAN RIFT SYSTEM / CAMEROON LINE (CONTINENTAL SECTION) / NORTHERN CAMEROON LINE;BABOURI-FIGUIL HALFGRABEN;9.7;13.8;9.8;14;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;BENMOREITE;;;;;CRETACEOUS;LOWER;;;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);BIOTITE;;;;PRIMARY;;;;;36.66;5.87;;;;14.68;;;;;;;;;;12.96;;;;14.55;0.04;0.62;;;;;8.1;EMP (EPMA);;;1.03;;;;;;;;0.97;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2001;[13027] NGOUNOUNO I. (2001);samp. 2;;MID-AFRICAN RIFT SYSTEM / CAMEROON LINE (CONTINENTAL SECTION) / NORTHERN CAMEROON LINE;BABOURI-FIGUIL HALFGRABEN;9.7;13.8;9.8;14;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;BENMOREITE;;;;;CRETACEOUS;LOWER;;;;;;WHOLE ROCK;;;;;;;;;;62.06;0.83;;;;16.79;;;;;;;;4.02;;;;;2.51;1.68;0.04;;;;;;3.47;ICPAES;;;6.15;0.41;;;;;;;;;;;;1.68;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;32;ICPMS;;;47;ICPMS;;;8;ICPMS;;;35;ICPMS;;;;;;;;;;;;;;;;;;;73;ICPMS;;;;;1086;ICPMS;;;;;10;ICPMS;;;533;ICPMS;;;50;ICPMS;;;;;;;;;;;;;;;;;738;ICPMS;;;55.7;ICPMS;;;102;ICPMS;;;10.4;35;ICPMS;;;;;6.3;ICPMS;;;1.8;ICPMS;;;4;ICPMS;;;0.55;ICPMS;;;2.4;ICPMS;;;0.39;0.9;ICPMS;;;0.09;0.6;ICPMS;;;0.08;12.6;4.1;;;;;;;6.2;ICPMS;;;;;;9.6;ICPMS;;;3;ICPMS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2002;[13387] ROCCHI S. (2002);samp. SAX8;;ANTARCTICA / WEST ANTARCTIC RIFT SYSTEM / VICTORIA LAND / GREENE IGNEOUS COMPLEX;;-73;165;-75;170;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;BENMOREITE;;;;;CENOZOIC;;;;;;;WHOLE ROCK;;;;;;;;;;54.03;1.94;;;;16.79;;;;;;;;;2.26;;7.34;;4.75;2.16;0.22;;;;;;2.04;AAS;;;6.5;0.76;;;;;;;;;;;;1.19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;36;XRF;;;0;XRF;;;19;XRF;;;0;XRF;;;;;;;;;;;;;;;;;;;56;XRF;;;;;910;XRF;;;;;39;XRF;;;411;XRF;;;84;XRF;;;;;;;;;;;;;;;;;1045;XRF;;;71;XRF;;;132;XRF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.512851;;;;0.1195;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2002;[13387] ROCCHI S. (2002);samp. SAX13;;ANTARCTICA / WEST ANTARCTIC RIFT SYSTEM / VICTORIA LAND / GREENE IGNEOUS COMPLEX;;-73;165;-75;170;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;BENMOREITE;;;;;CENOZOIC;;;;;;;WHOLE ROCK;;;;;;;;;;54.38;2.08;;;;16.8;;;;;;;;;1.96;;6.68;;4.72;2.66;0.15;;;;;;2.93;AAS;;;5.87;0.75;;;;;;;;;;;;1.01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;76;XRF;;;0;XRF;;;25;XRF;;;0;XRF;;;;;;;;;;;;;;;;;;;71;XRF;;;;;803;XRF;;;;;31;XRF;;;471;XRF;;;80;XRF;;;;;;;;;;;;;;;;;979;XRF;;;63;XRF;;;118;XRF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2002;[13387] ROCCHI S. (2002);samp. SAX16;;ANTARCTICA / WEST ANTARCTIC RIFT SYSTEM / VICTORIA LAND / GREENE IGNEOUS COMPLEX;;-73;165;-75;170;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;BENMOREITE;;;;;CENOZOIC;;;;;;;WHOLE ROCK;;;;;;;;;;53.6;2.45;;;;15.05;;;;;;;;;2.08;;7.3;;4.99;2.75;0.22;;;;;;3.38;AAS;;;5.62;0.81;;;;;;;;;;;;1.74;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;147;XRF;;;7;XRF;;;24;XRF;;;3;XRF;;;;;;;;;;;;;;;;;;;144;XRF;;;;;523;XRF;;;;;36;XRF;;;310;XRF;;;56;XRF;;;;;;;;;;;;;;;;;1105;XRF;;;46;XRF;;;92;XRF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
