Year;CITATION;SAMPLE NAME;UNIQUE_ID;LOCATION;LOCATION COMMENT;LATITUDE (MIN.);LONGITUDE (MIN.);LATITUDE (MAX.);LONGITUDE (MAX.);ELEVATION (MIN.);ELEVATION (MAX.);SAMPLING TECHNIQUE;DRILLING DEPTH (MIN.);DRILLING DEPTH (MAX.);LAND/SEA (SAMPLING);ROCK TYPE;ROCK NAME;ROCK TEXTURE;SAMPLE COMMENT;AGE (MIN.);AGE (MAX.);GEOLOGICAL AGE;GEOLOGICAL AGE PREFIX;ERUPTION DAY;ERUPTION MONTH;ERUPTION YEAR;ALTERATION;ALTERATION TYPE;TYPE OF MATERIAL;MINERAL / COMPONENT;SPOT (MINERAL);CRYSTAL;RIM / CORE (MINERAL GRAINS);GRAIN SIZE;PRIMARY/SECONDARY;INCLUSION TYPE;MINERAL (INCLUSION);HOSTMINERAL (INCLUSION);HEATING;SIO2(WT%);;;;TIO2(WT%);;;;ZRO2(WT%);THO2(WT%);UO2(WT%);AL2O3(WT%);;;;CR2O3(WT%);LA2O3(WT%);CE2O3(WT%);CEO2(WT%);ND2O3(WT%);SM2O3(WT%);GD2O3(WT%);Y2O3(WT%);V2O3(WT%);V2O5(WT%);NB2O3(WT%);NB2O5(WT%);TA2O5(WT%);PR2O3(WT%);FE2O3T(WT%);FE2O3(WT%);FEOT(WT%);FEO(WT%);CAO(WT%);;;;MGO(WT%);;;;MNO(WT%);;;;BAO(WT%);SRO(WT%);NIO(WT%);ZNO(WT%);COO(WT%);RB2O(WT%);K2O(WT%);;;;NA2O(WT%);;;;P2O5(WT%);H2O(WT%);H2OP(WT%);H2OM(WT%);CO2(WT%);C(WT%);F(WT%);CL(WT%);SO2(WT%);SO3(WT%);S(WT%);LOI(WT%);K(WT%);HE(CCMSTP/G);HE3(CCMSTP/G);HE4(CCMSTP/G);LI(PPM);;;;BE(PPM);B(PPM);F(PPM);S(PPM);CL(PPM);AR40(CCMSTP/G);AR40(MOL/G);CA(PPM);SC(PPM);;;;TI(PPM);V(PPM);;;;CR(PPM): altern. values or methods;;;;MN(PPM);FE(PPM);CO(PPM);NI(PPM);CU(PPM): altern. values or methods;;;;ZN(PPM): altern. values or methods;;;;GA(PPM);GE(PPM);AS(PPM);BR(PPM): altern. values or methods;;;;RB(PPM): altern. values or methods;;;;;;SR(PPM): altern. values or methods;;;;;;Y(PPM): altern. values or methods;;;;ZR(PPM): altern. values or methods;;;;NB(PPM): altern. values or methods;;;;MO(PPM);RU(PPB);RH(PPB);PD(PPB);CD(PPM);SN(PPM);SB(PPM);CS(PPM);BA(PPM): altern. values or methods;;;;LA(PPM): altern. values or methods;;;;CE(PPM): altern. values or methods;;;;PR(PPM);ND(PPM): altern. values or methods;;;;SM(PPM): altern. values or methods;;;;EU(PPM);GD(PPM);TB(PPM);DY(PPM);HO(PPM);ER(PPM);TM(PPM);YB(PPM);LU(PPM): altern. values or methods;;;;HF(PPM): altern. values or methods;;;;TA(PPM);W(PPM);RE(PPB);RE(PPT);OS(PPB);OS(PPT);IR(PPB);PT(PPB);AU(PPB);TL(PPM);PB(PPM): altern. values or methods;;;;PB210_ACT(DPM/G);BI(PPM);RA226_ACT(DPM/G);TH(PPM): altern. values or methods;;;;;;U(PPM): altern. values or methods;;;;;;ND143_ND144;ND143_ND144_INI;EPSILON_ND;EPSILON_ND_INI;ND145_ND144;SM147_ND144;SR84_SR86;SR84_SR88;SR87_SR86;SR87_SR86_INI;EPSILON_SR_INI;RB87_SR86;PB206_PB204;PB206_PB204_INI;PB206_PB207;PB206_PB208;PB207_PB204;PB207_PB204_INI;PB207_PB206;PB208_PB204;PB208_PB204_INI;PB208_PB206;OS187_OS188;RE187_OS188;HF176_HF177;HF176_HF177_INI;EPSILON_HF;EPSILON_HF_INI;LU176_HF177;HE3_HE4(R/R(A));HE4_HE3;PB206_U238;PB207_U235;PB208_TH232;PB210_RA226_ACT;PB210_U238;RA226_TH230_ACT;TH230_TH232_ACT;TH230_U238_ACT;TH232_PB204;TH232_U238;U238_PB204;U238_PB206;D7LI(PER MIL);D7LI(VS LSVEC);D11B(PER MIL);D11B(VS NBS951);D13C(PER MIL);D13C(VS PDB);D13C(VS VPDB);D18O(PER MIL);D18O(VS SMOW): altern. values or methods;;;;;;D18O(VS VSMOW);D25MG(VS DSM3);D26MG(VS DSM3);D56FE(VS IRMM-014);D57FE(VS IRMM-014);MY_W182(VS NBS3163): altern. values or methods;;;;MY_W183(VS NBS3163);MY_W184(VS NBS3163);ALBITE(MOL%);ANORTHITE(MOL%);ENSTATITE(MOL%);FAYALITE(MOL%);FORSTERITE(MOL%);FERROSILITE(MOL%);(AL)KALIFELDSPAR(MOL%);LARNITE(MOL%);MAGNETITE(MOL%);NEPHELINE(MOL%);ORTHOCLASE(MOL%);QUARTZ(MOL%);TEPHROITE(MOL%);ULVOSPINEL(MOL%);WOLLASTONITE(MOL%);AGE(KA);AGE(MA): altern. values or methods;;;;AGE_PB207_PB206(MA);AGE_PB207_U235(MA);AGE_PB206_U238(MA);AGE_PB208_TH232(MA);
1985;[8620] DAWSON J. B. (1985);samp. BD105;;EAST AFRICAN RIFT / KENYA RIFT (EASTERN EAST AFRICAN RIFT) / SOUTHERN KENYA RIFT / OLDOINYO LOOLMURWAK;;-2.78;35.98;-2.78;35.98;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;MELILITITE;;AA FLOW;;;HOLOCENE;;;;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);CLINOPYROXENE;;PHENOCRYST;;;PRIMARY;;;;;52.3;EMP (EPMA);;;1.49;EMP (EPMA);;;;;;1.09;EMP (EPMA);;;0;;;;;;;;;;;;;;;;4.95;;24.7;EMP (EPMA);;;15.1;EMP (EPMA);;;0.17;EMP (EPMA);;;;0;;;;;;;;;0.57;EMP (EPMA);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1985;[8620] DAWSON J. B. (1985);samp. BD1127;;NAMAQUALAND NATAL BELT / SOUTH AFRICA / WESTERN CAPE PROVINCE;SUTHERLAND TOWNLANDS;-32.4;20.6;-32.4;20.6;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;MELILITITE, OLIVINE;;ARCUATE DIKE;75800000;75800000;CRETACEOUS;UPPER;;;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);CLINOPYROXENE;;MICROPHENOCRYST;CORE;;PRIMARY;;;;;50;EMP (EPMA);;;2.1;EMP (EPMA);;;;;;3.27;EMP (EPMA);;;0.02;;;;;;;;;;;;;;;;4.91;;25.6;EMP (EPMA);;;12.6;EMP (EPMA);;;0.15;EMP (EPMA);;;;0;;;;;;;;;0.51;EMP (EPMA);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1985;[8620] DAWSON J. B. (1985);samp. BD1127;;NAMAQUALAND NATAL BELT / SOUTH AFRICA / WESTERN CAPE PROVINCE;SUTHERLAND TOWNLANDS;-32.4;20.6;-32.4;20.6;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;MELILITITE, OLIVINE;;ARCUATE DIKE;75800000;75800000;CRETACEOUS;UPPER;;;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);CLINOPYROXENE;;MICROPHENOCRYST;RIM;;PRIMARY;;;;;49.3;EMP (EPMA);;;2.88;EMP (EPMA);;;;;;2.97;EMP (EPMA);;;0;;;;;;;;;;;;;;;;6.43;;23.8;EMP (EPMA);;;13.2;EMP (EPMA);;;0.17;EMP (EPMA);;;;0;;;;;;;;;0.69;EMP (EPMA);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1985;[8620] DAWSON J. B. (1985);samp. BD1127;;NAMAQUALAND NATAL BELT / SOUTH AFRICA / WESTERN CAPE PROVINCE;SUTHERLAND TOWNLANDS;-32.4;20.6;-32.4;20.6;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;MELILITITE, OLIVINE;;ARCUATE DIKE;75800000;75800000;CRETACEOUS;UPPER;;;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);CLINOPYROXENE;;MICROPHENOCRYST;CORE;;PRIMARY;;;;;47.7;EMP (EPMA);;;3.92;EMP (EPMA);;;;;;4.89;EMP (EPMA);;;0;;;;;;;;;;;;;;;;6.78;;23.7;EMP (EPMA);;;12.4;EMP (EPMA);;;0.13;EMP (EPMA);;;;0;;;;;;;;;0.7;EMP (EPMA);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1985;[8620] DAWSON J. B. (1985);samp. BD1127;;NAMAQUALAND NATAL BELT / SOUTH AFRICA / WESTERN CAPE PROVINCE;SUTHERLAND TOWNLANDS;-32.4;20.6;-32.4;20.6;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;MELILITITE, OLIVINE;;ARCUATE DIKE;75800000;75800000;CRETACEOUS;UPPER;;;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);CLINOPYROXENE;;MICROPHENOCRYST;RIM;;PRIMARY;;;;;52;EMP (EPMA);;;1.74;EMP (EPMA);;;;;;1.53;EMP (EPMA);;;0.02;;;;;;;;;;;;;;;;5.11;;24.5;EMP (EPMA);;;14.9;EMP (EPMA);;;0.15;EMP (EPMA);;;;0.07;;;;;;;;;0.62;EMP (EPMA);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1985;[8620] DAWSON J. B. (1985);samp. BD25;;EAST AFRICAN RIFT / KENYA RIFT (EASTERN EAST AFRICAN RIFT) / SOUTHERN KENYA RIFT / LALARASI CONE;;-2.75;36;-2.75;36;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;MELILITITE, OLIVINE;;AA-TYPE FLOW;;;HOLOCENE;;;;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);MELILITE;;;;;PRIMARY;;;;;43;EMP (EPMA);;;;;;;;;;5.5;EMP (EPMA);;;;;;;;;;;;;;;;;;;2.9;;35.5;EMP (EPMA);;;9.6;EMP (EPMA);;;;;;;;;;;;;0.1;EMP (EPMA);;;2.8;EMP (EPMA);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1985;[8620] DAWSON J. B. (1985);samp. JG958;;EAST AFRICAN RIFT / KENYA RIFT (EASTERN EAST AFRICAN RIFT) / SOUTHERN KENYA RIFT / ARMYKON HILL;SOUTHERN SHORE OF LAKE NATRON, 15 KM NW OF THE LARASI FLOW;-2.58;35.93;-2.58;35.93;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;MELILITITE;;;;;HOLOCENE;;;;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);MELILITE;;;;;PRIMARY;;;;;42.9;EMP (EPMA);;;;;;;;;;5;EMP (EPMA);;;;;;;;;;;;;;;;;;;3.2;;36.6;EMP (EPMA);;;9.7;EMP (EPMA);;;;;;;;;;;;;0.2;EMP (EPMA);;;2.4;EMP (EPMA);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1985;[8620] DAWSON J. B. (1985);samp. BD1424;;EAST AFRICAN RIFT / WESTERN EAST AFRICAN RIFT (TANGANYIKA RIFT) / TORO-ANKOLE VOLCANIC FIELD / NYAMUNYUKA (NYAMUNUNKA);WESTERN RIM OF NYAMNYUKA CRATER, SW UGANDA;-0.08;29.97;-0.08;29.97;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;MELILITITE, OLIVINE;;KATUNGITE, EJECTED BLOCK;;;HOLOCENE;;;;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);MELILITE;;;CORE;;PRIMARY;;;;;43.4;EMP (EPMA);;;;;;;;;;4.4;EMP (EPMA);;;;;;;;;;;;;;;;;;;2.4;;37;EMP (EPMA);;;10.9;EMP (EPMA);;;;;;;;;;;;;0.4;EMP (EPMA);;;1.6;EMP (EPMA);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1985;[8620] DAWSON J. B. (1985);samp. BD1424;;EAST AFRICAN RIFT / WESTERN EAST AFRICAN RIFT (TANGANYIKA RIFT) / TORO-ANKOLE VOLCANIC FIELD / NYAMUNYUKA (NYAMUNUNKA);WESTERN RIM OF NYAMNYUKA CRATER, SW UGANDA;-0.08;29.97;-0.08;29.97;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;MELILITITE, OLIVINE;;KATUNGITE, EJECTED BLOCK;;;HOLOCENE;;;;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);MELILITE;;;RIM;;PRIMARY;;;;;43.8;EMP (EPMA);;;;;;;;;;4.3;EMP (EPMA);;;;;;;;;;;;;;;;;;;3.7;;35.1;EMP (EPMA);;;10.5;EMP (EPMA);;;;;;;;;;;;;0.3;EMP (EPMA);;;2.8;EMP (EPMA);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1985;[8620] DAWSON J. B. (1985);samp. BD1414;;EAST AFRICAN RIFT / WESTERN EAST AFRICAN RIFT (TANGANYIKA RIFT) / TORO-ANKOLE VOLCANIC FIELD;EAST OF LAKE KATUNGA, SW UGANDA;-0.47;30.2;-0.47;30.2;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;MELILITITE, OLIVINE;;KATUNGITE, LAVA FLOW;;;HOLOCENE;;;;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);MELILITE;;;CORE;;PRIMARY;;;;;43.5;EMP (EPMA);;;;;;;;;;4;EMP (EPMA);;;;;;;;;;;;;;;;;;;2.6;;36.4;EMP (EPMA);;;11;EMP (EPMA);;;;;;;;;;;;;0.4;EMP (EPMA);;;1.8;EMP (EPMA);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1985;[8620] DAWSON J. B. (1985);samp. BD1414;;EAST AFRICAN RIFT / WESTERN EAST AFRICAN RIFT (TANGANYIKA RIFT) / TORO-ANKOLE VOLCANIC FIELD;EAST OF LAKE KATUNGA, SW UGANDA;-0.47;30.2;-0.47;30.2;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;MELILITITE, OLIVINE;;KATUNGITE, LAVA FLOW;;;HOLOCENE;;;;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);MELILITE;;;RIM;;PRIMARY;;;;;43.2;EMP (EPMA);;;;;;;;;;4.4;EMP (EPMA);;;;;;;;;;;;;;;;;;;3.5;;34.9;EMP (EPMA);;;10.5;EMP (EPMA);;;;;;;;;;;;;0.5;EMP (EPMA);;;2.5;EMP (EPMA);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1985;[8620] DAWSON J. B. (1985);samp. BD1228;;NAMAQUALAND NATAL BELT / SOUTH AFRICA / WESTERN CAPE PROVINCE;SUTHERLAND TOWNLANDS;-32.4;20.6;-32.4;20.6;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;MELILITITE, OLIVINE;;ARCUATE DIKE;75800000;75800000;CRETACEOUS;UPPER;;;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);MELILITE;;PHENOCRYST;;;PRIMARY;;;;;42.2;EMP (EPMA);;;;;;;;;;6.6;EMP (EPMA);;;;;;;;;;;;;;;;;;;2.9;;35.8;EMP (EPMA);;;9.7;EMP (EPMA);;;;;;;;;;;;;0.2;EMP (EPMA);;;2.6;EMP (EPMA);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1985;[8620] DAWSON J. B. (1985);samp. BD1228;;NAMAQUALAND NATAL BELT / SOUTH AFRICA / WESTERN CAPE PROVINCE;SUTHERLAND TOWNLANDS;-32.4;20.6;-32.4;20.6;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;MELILITITE, OLIVINE;;ARCUATE DIKE;75800000;75800000;CRETACEOUS;UPPER;;;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);MELILITE;;GROUNDMASS;;;PRIMARY;;;;;41.7;EMP (EPMA);;;;;;;;;;9.9;EMP (EPMA);;;;;;;;;;;;;;;;;;;3.8;;30.9;EMP (EPMA);;;8.2;EMP (EPMA);;;;;;;;;;;;;1.5;EMP (EPMA);;;4;EMP (EPMA);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1985;[8620] DAWSON J. B. (1985);samp. BD1234;;NAMAQUALAND NATAL BELT / SOUTH AFRICA / WESTERN CAPE PROVINCE;SUTHERLAND TOWNLANDS;-32.4;20.6;-32.4;20.6;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;MELILITITE, OLIVINE;;SILL;75800000;75800000;CRETACEOUS;UPPER;;;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);MELILITE;;GROUNDMASS;;;PRIMARY;;;;;42.9;EMP (EPMA);;;;;;;;;;9.1;EMP (EPMA);;;;;;;;;;;;;;;;;;;1.7;;34.6;EMP (EPMA);;;7;EMP (EPMA);;;;;;;;;;;;;0.2;EMP (EPMA);;;3.1;EMP (EPMA);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1985;[8620] DAWSON J. B. (1985);samp. BD1234;;NAMAQUALAND NATAL BELT / SOUTH AFRICA / WESTERN CAPE PROVINCE;SUTHERLAND TOWNLANDS;-32.4;20.6;-32.4;20.6;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;MELILITITE, OLIVINE;;SILL;75800000;75800000;CRETACEOUS;UPPER;;;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);MELILITE;;GROUNDMASS;;;PRIMARY;;;;;40.1;EMP (EPMA);;;;;;;;;;13.7;EMP (EPMA);;;;;;;;;;;;;;;;;;;1.4;;34.2;EMP (EPMA);;;7.4;EMP (EPMA);;;;;;;;;;;;;0;EMP (EPMA);;;3.4;EMP (EPMA);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1985;[8620] DAWSON J. B. (1985);samp. BD1234;;NAMAQUALAND NATAL BELT / SOUTH AFRICA / WESTERN CAPE PROVINCE;SUTHERLAND TOWNLANDS;-32.4;20.6;-32.4;20.6;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;MELILITITE, OLIVINE;;SILL;75800000;75800000;CRETACEOUS;UPPER;;;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);MONTMORILLONITE;;;;;PRIMARY;;;;;36.5;EMP (EPMA);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8.1;;34.3;EMP (EPMA);;;20.7;EMP (EPMA);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1985;[8620] DAWSON J. B. (1985);samp. BD1234;;NAMAQUALAND NATAL BELT / SOUTH AFRICA / WESTERN CAPE PROVINCE;SUTHERLAND TOWNLANDS;-32.4;20.6;-32.4;20.6;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;MELILITITE, OLIVINE;;SILL;75800000;75800000;CRETACEOUS;UPPER;;;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);MONTMORILLONITE;;;CORE;;PRIMARY;;;;;36.4;EMP (EPMA);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6.3;;33.4;EMP (EPMA);;;22;EMP (EPMA);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1985;[8620] DAWSON J. B. (1985);samp. BD1238;;NAMAQUALAND NATAL BELT / SOUTH AFRICA / WESTERN CAPE PROVINCE;SUTHERLAND TOWNLANDS;-32.4;20.6;-32.4;20.6;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;MELILITITE, OLIVINE;;SILL;75800000;75800000;CRETACEOUS;UPPER;;;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);MONTMORILLONITE;;;;;PRIMARY;;;;;36;EMP (EPMA);;;;;;;;;;1.3;EMP (EPMA);;;;;;;;;;;;;;;;;;;8.5;;34.1;EMP (EPMA);;;19.7;EMP (EPMA);;;;;;;;;;;;;0;EMP (EPMA);;;0;EMP (EPMA);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
