Year;CITATION;SAMPLE NAME;UNIQUE_ID;LOCATION;LOCATION COMMENT;LATITUDE (MIN.);LONGITUDE (MIN.);LATITUDE (MAX.);LONGITUDE (MAX.);ELEVATION (MIN.);ELEVATION (MAX.);SAMPLING TECHNIQUE;DRILLING DEPTH (MIN.);DRILLING DEPTH (MAX.);LAND/SEA (SAMPLING);ROCK TYPE;ROCK NAME;ROCK TEXTURE;SAMPLE COMMENT;AGE (MIN.);AGE (MAX.);GEOLOGICAL AGE;GEOLOGICAL AGE PREFIX;ERUPTION DAY;ERUPTION MONTH;ERUPTION YEAR;ALTERATION;ALTERATION TYPE;TYPE OF MATERIAL;MINERAL / COMPONENT;SPOT (MINERAL);CRYSTAL;RIM / CORE (MINERAL GRAINS);PRIMARY/SECONDARY;INCLUSION TYPE;MINERAL (INCLUSION);HOSTMINERAL (INCLUSION);HEATING;SIO2(WT%);TIO2(WT%);ZRO2(WT%);THO2(WT%);UO2(WT%);AL2O3(WT%);CR2O3(WT%);LA2O3(WT%);CE2O3(WT%);ND2O3(WT%);SM2O3(WT%);Y2O3(WT%);V2O3(WT%);V2O5(WT%);NB2O5(WT%);FE2O3T(WT%);FE2O3(WT%);FEOT(WT%);FEO(WT%);CAO(WT%);MGO(WT%);MNO(WT%);BAO(WT%);SRO(WT%);NIO(WT%);ZNO(WT%);CUO(WT%);RB2O(WT%);K2O(WT%);;;;NA2O(WT%);;;;;;P2O5(WT%);H2O(WT%);H2OP(WT%);H2OM(WT%);CO2(WT%);C(WT%);F(WT%);;;;CL(WT%);SO3(WT%);S(WT%);LOI(WT%);SI(WT%);AL(WT%);TI(WT%);FE(WT%);MG(WT%);MN(WT%);CA(WT%);K(WT%);;;;CR(WT%);HE4(CCMSTP/G);;;;;;LI(PPM);BE(PPM);B(PPM);F(PPM);NE20(CCMSTP/G);;;;;;P(PPM);S(PPM);CL(PPM);AR36(CCMSTP/G);;;;;;AR39(MOL/G);AR40(AT/G): altern. values or methods;;;;;;AR40(CCMSTP/G): altern. values or methods;;;;AR40(MOL/G): altern. values or methods;;;;AR40(PPB);K(PPM);SC(PPM): altern. values or methods;;;;TI(PPM);V(PPM): altern. values or methods;;;;CR(PPM): altern. values or methods;;;;MN(PPM);CO(PPM): altern. values or methods;;;;NI(PPM): altern. values or methods;;;;CU(PPM): altern. values or methods;;;;ZN(PPM): altern. values or methods;;;;GA(PPM): altern. values or methods;;;;GE(PPM);AS(PPM);AS(PPB);SE(PPM);RB(PPM): altern. values or methods;;;;SR(PPM): altern. values or methods;;;;Y(PPM): altern. values or methods;;;;ZR(PPM): altern. values or methods;;;;NB(PPM): altern. values or methods;;;;;;MO(PPM);RU(PPB);RH(PPB);PD(PPB);AG(PPM);CD(PPM);IN(PPM);SN(PPM);SB(PPM);CS(PPM);BA(PPM): altern. values or methods;;;;LA(PPM): altern. values or methods;;;;CE(PPM): altern. values or methods;;;;PR(PPM);ND(PPM): altern. values or methods;;;;SM(PPM): altern. values or methods;;;;EU(PPM): altern. values or methods;;;;GD(PPM);TB(PPM): altern. values or methods;;;;DY(PPM);HO(PPM);ER(PPM);TM(PPM);YB(PPM);LU(PPM): altern. values or methods;;;;HF(PPM): altern. values or methods;;;;TA(PPM): altern. values or methods;;;;W(PPM): altern. values or methods;;;;OS(PPB);IR(PPB);PT(PPB);AU(PPM);AU(PPB);HG(PPM);HG(PPB);TL(PPM);PB(PPM): altern. values or methods;;;;;;PB210_ACT(DPM/G): altern. values or methods;;;;BI(PPM);RA226(PPQ);RA226_ACT(DPM/G): altern. values or methods;;;;TH(PPM): altern. values or methods;;;;TH232(PPM);U(PPM): altern. values or methods;;;;U238(PPM);ND143_ND144: altern. values or methods;;;;ND143_ND144_INI;EPSILON_ND;EPSILON_ND_INI;SM147_ND144;SR87_SR86: altern. values or methods;;;;SR87_SR86_INI;EPSILON_SR_INI;RB87_SR86;PB206_PB204: altern. values or methods;;;;PB206_PB204_INI;PB207_PB204: altern. values or methods;;;;PB207_PB204_INI;PB207_PB206;PB208_PB204: altern. values or methods;;;;PB208_PB204_INI;PB208_PB206;OS187_OS188;HF176_HF177;HF178_HF177;EPSILON_HF_INI;LU176_HF177;YB176_HF177;HE3_HE4(R/R(A));HE4_HE3;AR36_AR39;AR37_AR39;AR38_AR36: altern. values or methods;;;;;;AR38_AR39;AR40_AR36: altern. values or methods;;;;;;AR40_AR39;AR40_K40;NE20_NE22: altern. values or methods;;;;;;NE21_NE22: altern. values or methods;;;;;;PB206_U238;PB207_U235;PB210_RA226: altern. values or methods;;;;RA226_TH230;RA226_TH230_ACT;RA226_U238;RA228_TH232;PA231_U235_ACT;TH228_TH232;TH230_TH232_ACT;TH230_U238_ACT;TH232_PB204;TH232_U238;U234_U238_ACT;U235_PB204;U238_PB204;U238_TH232_ACT;CL36_CL;D7LI(VS LSVEC);D18O(PER MIL);D18O(VS SMOW);D18O(VS VSMOW);D56FE(VS IRMM-014);D57FE(VS IRMM-014);DD(VS SMOW);ALBITE(MOL%);ACMITE(MOL%);ANORTHITE(MOL%);CA OLIVINE(MOL%);CHROMITE(MOL%);CELSIAN(MOL%);ENSTATITE(MOL%);FAYALITE(MOL%);FORSTERITE(MOL%);FERROSILITE(MOL%);HEMATITE(MOL%);HERCYNITE(MOL%);ILMENITE(MOL%);KALSILITE(MOL%);LARNITE(MOL%);MAGNESIOFERRITE(MOL%);MAGNETITE(MOL%);NEPHELINE(MOL%);ORTHOCLASE(MOL%);QUARTZ(MOL%);SPINEL(MOL%);TEPHROITE(MOL%);TSCHERMAKITE(MOL%);ULVOSPINEL(MOL%);WOLLASTONITE(MOL%);AGE(KA): altern. values or methods;;;;;;AGE(MA): altern. values or methods;;;;;;;;AGE_PB207_PB206(MA);AGE_PB207_U235(MA);AGE_PB206_U238(MA);
2009;[13787] SMITH D. J.(2009)  [GeoReM [4914] ];samp. SV45;;SOLOMON ISLAND ARC / SOLOMON ISLAND ARC - CENTRAL PROVINCE / SAVO;FLANK PAGHALULA CRYPTODOME;-9.17;159.83;-9.17;159.83;;;OUTCROP;;;SUBAQUATIC;VOLCANIC ROCK;MUGEARITE;;;;;;;;;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);FELDSPAR;11-102;;;PRIMARY;;;;;52.831;0.041;;;;29.169;0.016;;;;;;;;;;;0.666;;12.646;0.082;0;;;0.027;;;;0.24;EMP (EPMA);;;4.19;EMP (EPMA);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;36.9612155137945;;61.6473410635746;;;;;;;;;;;;;;;;1.39144342263095;;;;;;;;;;;;;;;;;;;;;;;;
2009;[13787] SMITH D. J.(2009)  [GeoReM [4914] ];samp. SV45;;SOLOMON ISLAND ARC / SOLOMON ISLAND ARC - CENTRAL PROVINCE / SAVO;FLANK PAGHALULA CRYPTODOME;-9.17;159.83;-9.17;159.83;;;OUTCROP;;;SUBAQUATIC;VOLCANIC ROCK;MUGEARITE;;;;;;;;;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);FELDSPAR;11-103;;;PRIMARY;;;;;57.058;0.032;;;;25.8;0.016;;;;;;;;;;;0.706;;9.067;0.075;0.034;;;0;;;;1.594;EMP (EPMA);;;5.37;EMP (EPMA);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;46.9857450027873;;43.8400891932787;;;;;;;;;;;;;;;;9.17416580393406;;;;;;;;;;;;;;;;;;;;;;;;
2009;[13787] SMITH D. J.(2009)  [GeoReM [4914] ];samp. SV45;;SOLOMON ISLAND ARC / SOLOMON ISLAND ARC - CENTRAL PROVINCE / SAVO;FLANK PAGHALULA CRYPTODOME;-9.17;159.83;-9.17;159.83;;;OUTCROP;;;SUBAQUATIC;VOLCANIC ROCK;MUGEARITE;;;;;;;;;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);FELDSPAR;11-106;;;PRIMARY;;;;;48.805;0.2;;;;30.9;0;;;;;;;;;;;1.176;;15.409;0.259;0.037;;;0;;;;0.311;EMP (EPMA);;;2.407;EMP (EPMA);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21.6324567030148;;76.5314304041052;;;;;;;;;;;;;;;;1.83611289288005;;;;;;;;;;;;;;;;;;;;;;;;
2009;[13787] SMITH D. J.(2009)  [GeoReM [4914] ];samp. SV45;;SOLOMON ISLAND ARC / SOLOMON ISLAND ARC - CENTRAL PROVINCE / SAVO;FLANK PAGHALULA CRYPTODOME;-9.17;159.83;-9.17;159.83;;;OUTCROP;;;SUBAQUATIC;VOLCANIC ROCK;MUGEARITE;;;;;;;;;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);FELDSPAR;11-108;;;PRIMARY;;;;;49.251;0;;;;31.743;0.012;;;;;;;;;;;0.748;;15.63;0.031;0;;;0;;;;0.11;EMP (EPMA);;;2.609;EMP (EPMA);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23.0481496219658;;76.3151611619578;;;;;;;;;;;;;;;;0.636689216076403;;;;;;;;;;;;;;;;;;;;;;;;
2009;[13787] SMITH D. J.(2009)  [GeoReM [4914] ];samp. SV45;;SOLOMON ISLAND ARC / SOLOMON ISLAND ARC - CENTRAL PROVINCE / SAVO;FLANK PAGHALULA CRYPTODOME;-9.17;159.83;-9.17;159.83;;;OUTCROP;;;SUBAQUATIC;VOLCANIC ROCK;MUGEARITE;;;;;;;;;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);FELDSPAR;11-116;;;PRIMARY;;;;;51.336;0;;;;30.381;0;;;;;;;;;;;0.539;;13.871;0.044;0;;;0;;;;0.138;EMP (EPMA);;;3.505;EMP (EPMA);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;31.1260935869652;;68.0712737779918;;;;;;;;;;;;;;;;0.802632635042941;;;;;;;;;;;;;;;;;;;;;;;;
2009;[13787] SMITH D. J.(2009)  [GeoReM [4914] ];samp. SV45;;SOLOMON ISLAND ARC / SOLOMON ISLAND ARC - CENTRAL PROVINCE / SAVO;FLANK PAGHALULA CRYPTODOME;-9.17;159.83;-9.17;159.83;;;OUTCROP;;;SUBAQUATIC;VOLCANIC ROCK;MUGEARITE;;;;;;;;;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);FELDSPAR;11-118;;;PRIMARY;;;;;50.317;0;;;;31.25;0;;;;;;;;;;;0.645;;14.635;0.062;0;;;0;;;;0.145;EMP (EPMA);;;3.109;EMP (EPMA);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;27.5340272217774;;71.6172938350681;;;;;;;;;;;;;;;;0.848678943154524;;;;;;;;;;;;;;;;;;;;;;;;
2009;[13787] SMITH D. J.(2009)  [GeoReM [4914] ];samp. SV45;;SOLOMON ISLAND ARC / SOLOMON ISLAND ARC - CENTRAL PROVINCE / SAVO;FLANK PAGHALULA CRYPTODOME;-9.17;159.83;-9.17;159.83;;;OUTCROP;;;SUBAQUATIC;VOLCANIC ROCK;MUGEARITE;;;;;;;;;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);FELDSPAR;11-120;;;PRIMARY;;;;;48.64;0.004;;;;31.401;0;;;;;;;;;;;0.929;;15.893;0.173;0.025;;;0;;;;0.245;EMP (EPMA);;;2.408;EMP (EPMA);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21.2130760141788;;77.3690429302875;;;;;;;;;;;;;;;;1.41788105553367;;;;;;;;;;;;;;;;;;;;;;;;
2009;[13787] SMITH D. J.(2009)  [GeoReM [4914] ];samp. SV45;;SOLOMON ISLAND ARC / SOLOMON ISLAND ARC - CENTRAL PROVINCE / SAVO;FLANK PAGHALULA CRYPTODOME;-9.17;159.83;-9.17;159.83;;;OUTCROP;;;SUBAQUATIC;VOLCANIC ROCK;MUGEARITE;;;;;;;;;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);FELDSPAR;11-121;;;PRIMARY;;;;;47.963;0.006;;;;32.379;0;;;;;;;;;;;0.713;;16.544;0.098;0;;;0;;;;0.117;EMP (EPMA);;;2.164;EMP (EPMA);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19.0108678532052;;80.3118601354544;;;;;;;;;;;;;;;;0.677272011340369;;;;;;;;;;;;;;;;;;;;;;;;
2009;[13787] SMITH D. J.(2009)  [GeoReM [4914] ];samp. SV20;;SOLOMON ISLAND ARC / SOLOMON ISLAND ARC - CENTRAL PROVINCE / SAVO;POGHOROVURAGHALA FAN;-9.17;159.83;-9.17;159.83;;;OUTCROP;;;SUBAQUATIC;VOLCANIC ROCK;MUGEARITE;;;;;;;;;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);AMPHIBOLE;05-085;;;PRIMARY;;;;;41.903;2.635;;;;11.404;0.028;;;;;;;;;;;11.557;;10.761;14.646;0.207;;;0;;;;0.608;EMP (EPMA);;;2.592;EMP (EPMA);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2009;[13787] SMITH D. J.(2009)  [GeoReM [4914] ];samp. SV20;;SOLOMON ISLAND ARC / SOLOMON ISLAND ARC - CENTRAL PROVINCE / SAVO;POGHOROVURAGHALA FAN;-9.17;159.83;-9.17;159.83;;;OUTCROP;;;SUBAQUATIC;VOLCANIC ROCK;MUGEARITE;;;;;;;;;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);AMPHIBOLE;05-090;;;PRIMARY;;;;;42.683;2.305;;;;11.663;0.011;;;;;;;;;;;11.172;;11.831;14.75;0.266;;;0.034;;;;0.637;EMP (EPMA);;;2.725;EMP (EPMA);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2009;[13787] SMITH D. J.(2009)  [GeoReM [4914] ];samp. SV20;;SOLOMON ISLAND ARC / SOLOMON ISLAND ARC - CENTRAL PROVINCE / SAVO;POGHOROVURAGHALA FAN;-9.17;159.83;-9.17;159.83;;;OUTCROP;;;SUBAQUATIC;VOLCANIC ROCK;MUGEARITE;;;;;;;;;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);AMPHIBOLE;05-091;;;PRIMARY;;;;;41.739;2.199;;;;12.416;0;;;;;;;;;;;11.484;;11.812;14.202;0.219;;;0;;;;0.666;EMP (EPMA);;;2.75;EMP (EPMA);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2009;[13787] SMITH D. J.(2009)  [GeoReM [4914] ];samp. SV20;;SOLOMON ISLAND ARC / SOLOMON ISLAND ARC - CENTRAL PROVINCE / SAVO;POGHOROVURAGHALA FAN;-9.17;159.83;-9.17;159.83;;;OUTCROP;;;SUBAQUATIC;VOLCANIC ROCK;MUGEARITE;;;;;;;;;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);AMPHIBOLE;05-093;;;PRIMARY;;;;;42.376;2.188;;;;13.462;0;;;;;;;;;;;11.815;;11.234;14.332;0.204;;;0;;;;0.614;EMP (EPMA);;;2.957;EMP (EPMA);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2009;[13787] SMITH D. J.(2009)  [GeoReM [4914] ];samp. SV20;;SOLOMON ISLAND ARC / SOLOMON ISLAND ARC - CENTRAL PROVINCE / SAVO;POGHOROVURAGHALA FAN;-9.17;159.83;-9.17;159.83;;;OUTCROP;;;SUBAQUATIC;VOLCANIC ROCK;MUGEARITE;;;;;;;;;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);AMPHIBOLE;05-104;;;PRIMARY;;;;;42.112;2.414;;;;11.62;0;;;;;;;;;;;10.759;;11.495;14.996;0.24;;;0.004;;;;0.58;EMP (EPMA);;;3.018;EMP (EPMA);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2009;[13787] SMITH D. J.(2009)  [GeoReM [4914] ];samp. SV20;;SOLOMON ISLAND ARC / SOLOMON ISLAND ARC - CENTRAL PROVINCE / SAVO;POGHOROVURAGHALA FAN;-9.17;159.83;-9.17;159.83;;;OUTCROP;;;SUBAQUATIC;VOLCANIC ROCK;MUGEARITE;;;;;;;;;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);AMPHIBOLE;05-106;;;PRIMARY;;;;;41.985;1.812;;;;12.697;0.014;;;;;;;;;;;11.655;;11.322;14.367;0.181;;;0.022;;;;0.565;EMP (EPMA);;;2.867;EMP (EPMA);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2009;[13787] SMITH D. J.(2009)  [GeoReM [4914] ];samp. SV20;;SOLOMON ISLAND ARC / SOLOMON ISLAND ARC - CENTRAL PROVINCE / SAVO;POGHOROVURAGHALA FAN;-9.17;159.83;-9.17;159.83;;;OUTCROP;;;SUBAQUATIC;VOLCANIC ROCK;MUGEARITE;;;;;;;;;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);AMPHIBOLE;05-114;;;PRIMARY;;;;;41.984;2.067;;;;11.126;0;;;;;;;;;;;13.013;;11.046;14.502;0.238;;;0;;;;0.491;EMP (EPMA);;;2.961;EMP (EPMA);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2009;[13787] SMITH D. J.(2009)  [GeoReM [4914] ];samp. SV20;;SOLOMON ISLAND ARC / SOLOMON ISLAND ARC - CENTRAL PROVINCE / SAVO;POGHOROVURAGHALA FAN;-9.17;159.83;-9.17;159.83;;;OUTCROP;;;SUBAQUATIC;VOLCANIC ROCK;MUGEARITE;;;;;;;;;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);AMPHIBOLE;05-116;;;PRIMARY;;;;;43.434;2.228;;;;11.383;0;;;;;;;;;;;10.237;;10.615;15.44;0.167;;;0;;;;0.598;EMP (EPMA);;;2.678;EMP (EPMA);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
