Year,CITATION,SAMPLE NAME,UNIQUE_ID,LOCATION,LOCATION COMMENT,LATITUDE (MIN.),LONGITUDE (MIN.),LATITUDE (MAX.),LONGITUDE (MAX.),ELEVATION (MIN.),ELEVATION (MAX.),SAMPLING TECHNIQUE,DRILLING DEPTH (MIN.),DRILLING DEPTH (MAX.),LAND/SEA (SAMPLING),ROCK TYPE,ROCK NAME,ROCK TEXTURE,SAMPLE COMMENT,AGE (MIN.),AGE (MAX.),GEOLOGICAL AGE,GEOLOGICAL AGE PREFIX,ERUPTION YEAR,ALTERATION,ALTERATION TYPE,TYPE OF MATERIAL,MINERAL / COMPONENT,SPOT (MINERAL),CRYSTAL,RIM / CORE (MINERAL GRAINS),PRIMARY/SECONDARY,INCLUSION TYPE,SPOT (INCLUSION),MINERAL (INCLUSION),RIM / CORE (INCLUSION),HOSTMINERAL (INCLUSION),HEATING,HEATING TEMPERATURE (?C),INCLUSION SIZE,SIO2(WT%),TIO2(WT%),ZRO2(WT%),AL2O3(WT%),CR2O3(WT%),V2O3(WT%),NB2O5(WT%),FE2O3T(WT%),FE2O3(WT%),FEOT(WT%),FEO(WT%),CAO(WT%),MGO(WT%),MNO(WT%),BAO(WT%),SRO(WT%),NIO(WT%),ZNO(WT%),COO(WT%),CUO(WT%),K2O(WT%),NA2O(WT%),P2O5(WT%),H2O(WT%),H2OP(WT%),H2OM(WT%),CO2(WT%),CACO3(WT%),C(WT%),F(WT%),CL(WT%),OH(WT%),SO2(WT%),SO3(WT%),S(WT%): altern. values or methods,,,,LOI(WT%),TI(WT%),FE(WT%),MN(WT%),CA(WT%),K(WT%),NA(WT%),CO(WT%),CU(WT%),NI(WT%),ZN(WT%),HE(MOL/G),HE4(CCMSTP/G),LI(PPM),BE(PPM),B(PPM),F(PPM),NE(MOL/G),P(PPM),S(PPM),CL(PPM),AR(MOL/G),AR40(AT/G),AR40(CCMSTP/G),AR40(MOL/G),AR40(PPB),K(PPM),SC(PPM): altern. values or methods,,,,TI(PPM),V(PPM): altern. values or methods,,,,CR(PPM): altern. values or methods,,,,CR52(PPM),CR53(PPM),MN(PPM),CO(PPM): altern. values or methods,,,,NI(PPM): altern. values or methods,,,,NI60(PPM),NI62(PPM),CU(PPM): altern. values or methods,,,,CU63(PPM),CU65(PPM),ZN(PPM): altern. values or methods,,,,ZN66(PPM),ZN67(PPM),GA(PPM): altern. values or methods,,,,GE(PPM),AS(PPM),SE(PPM),BR(PPM),RB(PPM): altern. values or methods,,,,,,SR(PPM): altern. values or methods,,,,,,Y(PPM): altern. values or methods,,,,ZR(PPM): altern. values or methods,,,,NB(PPM): altern. values or methods,,,,MO(PPM),RU(PPB),RU(PPT),RH(PPB),RH(PPT),PD(PPB),PD(PPT),AG(PPM),AG(PPB),CD(PPM),IN(PPM),SN(PPM),SB(PPM),TE(PPM),CS(PPM),BA(PPM): altern. values or methods,,,,LA(PPM): altern. values or methods,,,,CE(PPM): altern. values or methods,,,,PR(PPM),ND(PPM): altern. values or methods,,,,,,SM(PPM): altern. values or methods,,,,EU(PPM),GD(PPM),TB(PPM),DY(PPM),HO(PPM),ER(PPM),TM(PPM),YB(PPM),LU(PPM),HF(PPM),TA(PPM),W(PPM),RE(PPM),RE(PPB),RE(PPT),OS(PPB),IR(PPB),IR(PPT),PT(PPB),PT(PPT),AU(PPM),AU(PPB),HG(PPM),HG(PPB),TL(PPM),PB(PPM): altern. values or methods,,,,PB206(PPM),BI(PPM),TH(PPM): altern. values or methods,,,,TH232(PPM),U(PPM): altern. values or methods,,,,U238(PPM),CO2(PPM),ND143_ND144,ND143_ND144_INI,EPSILON_ND_INI,SM147_ND144,SR87_SR86,SR87_SR86_INI,EPSILON_SR_INI,RB87_SR86,PB206_PB204,PB207_PB204,PB207_PB206,PB208_PB204,PB208_PB206,OS187_OS188,RE187_OS188,HF176_HF177,LU176_HF177,YB176_HF177,HE3_HE4(R/R(A)),HE4_NE20,AR36_AR39,AR37_AR39,AR38_AR39,AR40_AR36,AR40_AR39,PB206_U238,PB207_U235,PB208_TH232,RA226_U238,TH230_TH232_ACT,TH230_U238_ACT,TH232_PB204,TH232_U238,U234_U238_ACT,U235_PB204,U238_PB204,U238_PB206,U238_TH232_ACT,D11B(PER MIL),D11B(VS NBS951),D18O(PER MIL),D18O(VS SMOW),D18O(VS VSMOW),DD(VS SMOW),ALBITE(MOL%),AEGIRINE(MOL%),ANORTHITE(MOL%),CELSIAN(MOL%),DIOPSIDE(MOL%),ENSTATITE(MOL%),FAYALITE(MOL%),FORSTERITE(MOL%),FERROSILITE(MOL%),HEDENBERGITE(MOL%),JADEITE(MOL%),LARNITE(MOL%),ORTHOCLASE(MOL%),TEPHROITE(MOL%),TSCHERMAKITE(MOL%),ULVOSPINEL(MOL%),WOLLASTONITE(MOL%),AGE(KA),AGE(MA): altern. values or methods,,,,,,,,AGE_PB207_PB206(MA),AGE_PB207_U235(MA),AGE_PB206_U238(MA)
1995, [8802] VON BIEDERSEE H. (1995),samp. 6,,LUZON ARC / LUZON ARC / NEGROS / CANLAON,"STRATOVOLCANO, MALAYBA WATERFALL",10.5,122.98,10.5,122.98,,850,OUTCROP,,,SUBAERIAL,VOLCANIC ROCK,LATITE,,LAVA FLOW,,,,,,,,WHOLE ROCK,,,,,,,,,,,,,,60,0.6,,16.5,,,,,2.2,,3.6,5.6,2.6,0.1,,,,,,,3.4,3.5,0.4,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168,NOT,,,2,NOT,,,,,,,,,,4,NOT,,,,,,,,,,,61,NOT,,,,,,,,,,,,,104,NOT,,,,,488,NOT,,,,,24,NOT,,,198,NOT,,,2,NOT,,,,,,,,,,,,,,,,,,411,NOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995, [8802] VON BIEDERSEE H. (1995),samp. 39,,LUZON ARC / LUZON ARC / NEGROS / CANLAON,"STRATOVOLCANO, KANLAON NATIONAL PARK",10.5,122.98,10.5,122.98,,590,OUTCROP,,,SUBAERIAL,VOLCANIC ROCK,LATITE,,,,,,,,,,WHOLE ROCK,,,,,,,,,,,,,,57.5,0.7,,17.1,,,,,3.8,,3.1,6.8,3.1,0.1,,,,,,,2.9,3.4,0.5,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208,NOT,,,14,NOT,,,,,,,,,,1,NOT,,,,,,,,,,,64,NOT,,,,,,,,,,,,,84,NOT,,,,,908,NOT,,,,,27,NOT,,,158,NOT,,,1,NOT,,,,,,,,,,,,,,,,,,436,NOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995, [8802] VON BIEDERSEE H. (1995),samp. 65,,LUZON ARC / LUZON ARC / NEGROS / CUERNOS DE NEGROS,"W OF CAIDIOCAN, NEAR THE GEOTHERMAL PIPELINES AND THE TRIBUTARY OF THE OKOY",9.32,123.18,9.32,123.18,,380,OUTCROP,,,SUBAERIAL,VOLCANIC ROCK,LATITE,,,,,,,,,,WHOLE ROCK,,,,,,,,,,,,,,57,0.5,,17.9,,,,,4.3,,1.6,6.5,2.1,0.1,,,,,,,2.3,3.7,0.2,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179,NOT,,,18,NOT,,,,,,,,,,14,NOT,,,,,,,,,,,64,NOT,,,,,,,,,,,,,50,NOT,,,,,657,NOT,,,,,16,NOT,,,134,NOT,,,1,NOT,,,,,,,,,,,,,,,,,,330,NOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995, [8802] VON BIEDERSEE H. (1995),samp. 74,,LUZON ARC / LUZON ARC / NEGROS / CUERNOS DE NEGROS,SW OF VALENCIA AT THE TELEGRAPH OF THE CURRENT TRANSFORMER,9.28,123.23,9.28,123.23,,290,OUTCROP,,,SUBAERIAL,VOLCANIC ROCK,LATITE,,,,,,,,,,WHOLE ROCK,,,,,,,,,,,,,,57.6,0.6,,17.1,,,,,3.8,,2.2,6.7,2.2,0.2,,,,,,,2.5,3.8,0.2,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199,NOT,,,7,NOT,,,,,,,,,,14,NOT,,,,,,,,,,,65,NOT,,,,,,,,,,,,,50,NOT,,,,,708,NOT,,,,,20,NOT,,,141,NOT,,,1,NOT,,,,,,,,,,,,,,,,,,499,NOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1969, [8850] TRIGILA R. (1969),samp. A,,APENNINIC-MAGHREBIDES CHAIN / APENNINE / ROMAN VOLCANIC PROVINCE / LATERA (VULSINI VOLCANIC DISTRICT),"MONTE CALVO, LATERA",42.63,11.83,42.63,11.83,,,OUTCROP,,,SUBAERIAL,VOLCANIC ROCK,LATITE,,,,,PLEISTOCENE,,,,,WHOLE ROCK,,,,,,,,,,,,,,55,1.01,,17.56,,,,,4.36,,3.79,6.23,2.34,0.14,,,,,,,6.36,2.09,0.38,,0.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987, [8857] JORON J.-L. (1987),samp. 25,,APENNINIC-MAGHREBIDES CHAIN / APENNINE / CAMPANIAN VOLCANIC PROVINCE / VESUVIUS (SOMMA-VESUVIUS),BOTTOM OF CENTRAL CALDERA WALL,40.821,14.426,40.821,14.426,,,OUTCROP,,,SUBAERIAL,VOLCANIC ROCK,LATITE,,LAVA FLOW,17000,,PLEISTOCENE,,,,,WHOLE ROCK,,,,,,,,,,,,,,51.53,1.01,,19.12,,,,,3.04,,4.61,7.2,3.62,0.13,,,,,,,5.82,2.7,0.64,,,,,,,,,,,,,,,,0.57,,,,,,,,,,,,,,,,,,,,,,,,,,,16,INAA,,,,,,,,30,XRF,,,,,,21,INAA,,,18,INAA,,,,,,,,,,,,,,,,,,,,,,,,,245,INAA,,,,,820,INAA,,,,,25,XRF,,,233,INAA,,,30,XRF,,,,,,,,,,,,,,,0.31,,12.5,1870,INAA,,,43,INAA,,,93,INAA,,,,,,,,,,7.5,INAA,,,2.2,,0.77,,,,,2.88,,5,1.9,,,,,,,,,,,,,,,,,,,,,16.9,INAA,,,,5.6,INAA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987, [8857] JORON J.-L. (1987),samp. 166,,APENNINIC-MAGHREBIDES CHAIN / APENNINE / CAMPANIAN VOLCANIC PROVINCE / VESUVIUS (SOMMA-VESUVIUS),"BOTTOM OF LAGNO AMENDOLARE QUARRY, N SLOPES OF M. SOMMA",40.821,14.426,40.821,14.426,,,OUTCROP,,,SUBAERIAL,VOLCANIC ROCK,LATITE,,SCORIOUS SURFACE OF THE FLOW,17000,,PLEISTOCENE,,,,,WHOLE ROCK,,,,,,,,,,,,,,51.78,1.03,,18.32,,,,,3.96,,4.22,7.22,3.58,0.13,,,,,,,4.58,3.43,0.55,,,,,,,,,,,,,,,,1.21,,,,,,,,,,,,,,,,,,,,,,,,,,,15,INAA,,,,,,,,24,XRF,,,,,,21,INAA,,,14,INAA,,,,,,,,,,,,,,,,,,,,,,,,,263,INAA,,,,,750,INAA,,,,,24,XRF,,,253,INAA,,,32,XRF,,,,,,,,,,,,,,,0.3,,13,1840,INAA,,,43,INAA,,,92,INAA,,,,,,,,,,7.5,INAA,,,2.06,,0.78,,,,,2.42,,4.9,1.93,,,,,,,,,,,,,,,,,,,,,16.8,INAA,,,,5.6,INAA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987, [8857] JORON J.-L. (1987),samp. 168,,APENNINIC-MAGHREBIDES CHAIN / APENNINE / CAMPANIAN VOLCANIC PROVINCE / VESUVIUS (SOMMA-VESUVIUS),"BOTTOM OF LAGNO AMENDOLARE QUARRY, N SLOPES OF M. SOMMA",40.821,14.426,40.821,14.426,,,OUTCROP,,,SUBAERIAL,VOLCANIC ROCK,LATITE,,MASSIVE LAVA SAME FLOW AS 166,17000,,PLEISTOCENE,,,,,WHOLE ROCK,,,,,,,,,,,,,,52.81,0.9,,19.3,,,,,2.73,,4.06,6.67,3.47,0.11,,,,,,,4.64,3.66,0.64,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,15,INAA,,,,,,,,18,XRF,,,,,,21,INAA,,,16,INAA,,,,,,,,,,,,,,,,,,,,,,,,,204,INAA,,,,,830,INAA,,,,,23,XRF,,,262,INAA,,,30,XRF,,,,,,,,,,,,,,,0.24,,13,1860,INAA,,,45,INAA,,,95,INAA,,,,,,,,,,7.5,INAA,,,2.21,,0.78,,,,,2.43,,4.9,1.97,,,,,,,,,,,,,,,,,,,,,17.1,INAA,,,,5.6,INAA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987, [8857] JORON J.-L. (1987),samp. 247,,APENNINIC-MAGHREBIDES CHAIN / APENNINE / CAMPANIAN VOLCANIC PROVINCE / VESUVIUS (SOMMA-VESUVIUS),"BOTTOM OF TRAPOLINO QUARRY, N SLOPES OF M. SOMMA",40.821,14.426,40.821,14.426,,,OUTCROP,,,SUBAERIAL,VOLCANIC ROCK,LATITE,,LAVA FLOW,17000,,PLEISTOCENE,,,,,WHOLE ROCK,,,,,,,,,,,,,,52.69,1.01,,18.83,,,,,2.69,,4.49,6.98,3.3,0.12,,,,,,,4.63,3.6,0.64,,,,,,,,,,,,,,,,1.03,,,,,,,,,,,,,,,,,,,,,,,,,,,13.5,INAA,,,,,,,,,,,,,,,19,INAA,,,12,INAA,,,,,,,,,,,,,,,,,,,,,,,,,245,INAA,,,,,790,INAA,,,,,27,XRF,,,255,INAA,,,33,XRF,,,,,,,,,,,,,,,0.31,,12,1830,INAA,,,43,INAA,,,79,INAA,,,,,,,,,,7.2,INAA,,,1.94,,0.74,,,,,1.68,,5.2,1.84,,,,,,,,,,,,,,,,,,,,,16.6,INAA,,,,5.8,INAA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987, [8857] JORON J.-L. (1987),samp. 68,166595,APENNINIC-MAGHREBIDES CHAIN / APENNINE / CAMPANIAN VOLCANIC PROVINCE / VESUVIUS (SOMMA-VESUVIUS),PRE-CALDERA STAGE,40.821,14.426,40.821,14.426,,,OUTCROP,,,SUBAERIAL,VOLCANIC ROCK,LATITE,,,17000,,PLEISTOCENE,,,,,WHOLE ROCK,,,,,,,,,,,,,,54.31,0.79,,19.65,,,,,4.13,,2.84,5.81,2.07,0.14,,,,,,,6.51,2.95,0.44,,,,,,,,,,,,,,,,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,8,INAA,,,,,,,,11,XRF,,,,,,15,INAA,,,7,INAA,,,,,,,,,,,,,,,,,,,,,,,,,257,INAA,,,,,1040,INAA,,,,,30,XRF,,,316,INAA,,,41,XRF,,,,,,,,,,,,,,,0.39,,15,1490,INAA,,,57,INAA,,,113,INAA,,,,,,,,,,8.3,INAA,,,2.24,,0.88,,,,,2.62,,6.4,2.65,2.2,,,,,,,,,,,,,,,,,,,,20.1,INAA,,,,6.5,INAA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987, [8857] JORON J.-L. (1987),samp. 317,,APENNINIC-MAGHREBIDES CHAIN / APENNINE / CAMPANIAN VOLCANIC PROVINCE / VESUVIUS (SOMMA-VESUVIUS) / CODOLA FORMATION,"QUARRY NEAR THE VILLAGE OF CODOLA, ESE M. SOMMA INTO THE PLAIN",40.821,14.426,40.821,14.426,,,OUTCROP,,,SUBAERIAL,VOLCANIC ROCK,LATITE,,PUMICE,17000,,PLEISTOCENE,,,,,WHOLE ROCK,,,,,,,,,,,,,,54.07,0.78,,19.05,,,,,5.49,,2.18,6.46,1.89,0.16,,,,,,,6.27,2.75,0.36,,,,,,,,,,,,,,,,1.54,,,,,,,,,,,,,,,,,,,,,,,,,,,9,INAA,,,,,,,,,,,,,,,13,INAA,,,2.5,INAA,,,,,,,,,,,,,,,,,,,,,,,,,231,INAA,,,,,900,INAA,,,,,,,,,304,INAA,,,,,,,,,,,,,,,,,,,0.35,,13,1600,INAA,,,57,INAA,,,114,INAA,,,,,,,,,,8.5,INAA,,,2.55,,0.95,,,,,2.58,,5.9,2.13,1.9,,,,,,,,,,,,,,,,,,,,19.3,INAA,,,,6.1,INAA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987, [8857] JORON J.-L. (1987),samp. 60,,APENNINIC-MAGHREBIDES CHAIN / APENNINE / CAMPANIAN VOLCANIC PROVINCE / VESUVIUS (SOMMA-VESUVIUS),"BOTTOM OF LAGNO CAVONE QUARRY, N SLOPES OF M. SOMMA",40.821,14.426,40.821,14.426,,,OUTCROP,,,SUBAERIAL,VOLCANIC ROCK,LATITE,,LAVA FLOW,17000,,PLEISTOCENE,,,,,WHOLE ROCK,,,,,,,,,,,,,,52.71,1,,19.42,,,,,3.97,,3.78,7.25,1.86,0.13,,,,,,,5.82,2.83,0.62,,,,,,,,,,,,,,,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,15,INAA,,,,,,,,19,XRF,,,,,,21,INAA,,,15,INAA,,,,,,,,,,,,,,,,,,,,,,,,,239,INAA,,,,,790,INAA,,,,,25,XRF,,,227,INAA,,,31,XRF,,,,,,,,,,,,,,,0.27,,12.5,1755,INAA,,,43,INAA,,,91,INAA,,,,,,,,,,7.2,INAA,,,1.95,,0.76,,,,,1.42,,4.9,1.92,,,,,,,,,,,,,,,,,,,,,16.6,INAA,,,,5.7,INAA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987, [8857] JORON J.-L. (1987),samp. 68,166595,APENNINIC-MAGHREBIDES CHAIN / APENNINE / CAMPANIAN VOLCANIC PROVINCE / VESUVIUS (SOMMA-VESUVIUS),PRE-CALDERA STAGE,40.821,14.426,40.821,14.426,,,OUTCROP,,,SUBAERIAL,VOLCANIC ROCK,LATITE,,,,,,,,,,MINERAL / COMPONENT (INCL. GROUNDMASS),CLINOPYROXENE,,PHENOCRYST,CORE,PRIMARY,,,,,,,,,48,1.19,,6.49,,,,,,8.88,,22.59,12.5,0.26,,,,,,,,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.9,,,15.2,,,,,,,,47.9,,,,,,,,,,,,
1987, [8857] JORON J.-L. (1987),samp. 68,166595,APENNINIC-MAGHREBIDES CHAIN / APENNINE / CAMPANIAN VOLCANIC PROVINCE / VESUVIUS (SOMMA-VESUVIUS),PRE-CALDERA STAGE,40.821,14.426,40.821,14.426,,,OUTCROP,,,SUBAERIAL,VOLCANIC ROCK,LATITE,,,,,,,,,,MINERAL / COMPONENT (INCL. GROUNDMASS),CLINOPYROXENE,,PHENOCRYST,RIM,PRIMARY,,,,,,,,,50.27,0.7,,4.49,,,,,,8.65,,21.85,13.71,0.26,,,,,,,,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.8,,,14.5,,,,,,,,45.7,,,,,,,,,,,,
1987, [8857] JORON J.-L. (1987),samp. 68,166595,APENNINIC-MAGHREBIDES CHAIN / APENNINE / CAMPANIAN VOLCANIC PROVINCE / VESUVIUS (SOMMA-VESUVIUS),PRE-CALDERA STAGE,40.821,14.426,40.821,14.426,,,OUTCROP,,,SUBAERIAL,VOLCANIC ROCK,LATITE,,,,,,,,,,MINERAL / COMPONENT (INCL. GROUNDMASS),CLINOPYROXENE,,GROUNDMASS,,PRIMARY,,,,,,,,,46.57,1.72,,7.02,,,,,,10.23,,21.77,11.86,0.22,,,,,,,,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.7,,,17.3,,,,,,,,47,,,,,,,,,,,,
1987, [8857] JORON J.-L. (1987),samp. 280,,APENNINIC-MAGHREBIDES CHAIN / APENNINE / CAMPANIAN VOLCANIC PROVINCE / VESUVIUS (SOMMA-VESUVIUS) / BASAL VESUVIUS-SOMMA PUMICE,,40.821,14.426,40.821,14.426,,,OUTCROP,,,SUBAERIAL,VOLCANIC ROCK,LATITE,,,17000,17000,PLEISTOCENE,,,,,MINERAL / COMPONENT (INCL. GROUNDMASS),CLINOPYROXENE,,GROUNDMASS,,PRIMARY,,,,,,,,,47.62,1.66,,4.45,,,,,,14.38,,20.89,9.41,0.47,,,,,,,,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.7,,,25.4,,,,,,,,45.8,,,,,,,,,,,,
1987, [8857] JORON J.-L. (1987),samp. 280,,APENNINIC-MAGHREBIDES CHAIN / APENNINE / CAMPANIAN VOLCANIC PROVINCE / VESUVIUS (SOMMA-VESUVIUS) / BASAL VESUVIUS-SOMMA PUMICE,,40.821,14.426,40.821,14.426,,,OUTCROP,,,SUBAERIAL,VOLCANIC ROCK,LATITE,,,17000,17000,PLEISTOCENE,,,,,MINERAL / COMPONENT (INCL. GROUNDMASS),CLINOPYROXENE,,PHENOCRYST,,PRIMARY,,,,,,,,,48.97,1.45,,5.23,,,,,,8.43,,22.36,13.22,0.17,,,,,,,,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.9,,,13.9,,,,,,,,47.2,,,,,,,,,,,,
1987, [8857] JORON J.-L. (1987),samp. 280,,APENNINIC-MAGHREBIDES CHAIN / APENNINE / CAMPANIAN VOLCANIC PROVINCE / VESUVIUS (SOMMA-VESUVIUS) / BASAL VESUVIUS-SOMMA PUMICE,,40.821,14.426,40.821,14.426,,,OUTCROP,,,SUBAERIAL,VOLCANIC ROCK,LATITE,,,17000,17000,PLEISTOCENE,,,,,MINERAL / COMPONENT (INCL. GROUNDMASS),CLINOPYROXENE,,PHENOCRYST,,PRIMARY,,,,,,,,,48.11,1.72,,7.06,,,,,,8.22,,22.28,12.71,0.17,,,,,,,,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.1,,,13.8,,,,,,,,48,,,,,,,,,,,,
1987, [8857] JORON J.-L. (1987),samp. 280,,APENNINIC-MAGHREBIDES CHAIN / APENNINE / CAMPANIAN VOLCANIC PROVINCE / VESUVIUS (SOMMA-VESUVIUS) / BASAL VESUVIUS-SOMMA PUMICE,,40.821,14.426,40.821,14.426,,,OUTCROP,,,SUBAERIAL,VOLCANIC ROCK,LATITE,,,17000,17000,PLEISTOCENE,,,,,MINERAL / COMPONENT (INCL. GROUNDMASS),CLINOPYROXENE,,PHENOCRYST,,PRIMARY,,,,,,,,,49.17,1.28,,6.4,,,,,,7.18,,22.57,13.13,0.07,,,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.3,,,12.1,,,,,,,,48.6,,,,,,,,,,,,
